Year,Type,Country,Activity,Injury,Species,Fatal (Y/N),SharkSpecie
1985.0,Unprovoked,USA,,Survived,Sandtiger shark,N,tiger shark
1985.0,Provoked,AUSTRALIA,Fishing,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,1m shark,N,
1985.0,Boat,USA,Boat,2 semi-circular bites on aft starboard tube of boat,5.2 to 5.8 m white shark,N,white shark
1985.0,Unprovoked,SOUTH AFRICA,Body boarding,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",2.5 m [8.25'] white shark,N,white shark
1985.0,Unprovoked,USA,Hookah diving for abalone,Minor injury to foot & ankle,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,N,
1985.0,Unprovoked,USA,Body boarding,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark","Thought to involve a Tiger shark,  3.7 m [12'] ",N,tiger shark
1985.0,Unprovoked,USA,Floating on inner tube after diving for lobster,Left arm lacerated,1.8 m to 2.4 m [6' to 8'] shark,N,
1985.0,Provoked,USA,Fishing,Laceration to leg by hooked shark  PROVOKED INCIDENT,"6', 100-lb shark",N,
1985.0,Unprovoked,USA,Free diving & spearfishing (descending),"Hip bumped by shark, no Injury",4 m to 5 m [13' to 16.5'] white shark,N,white shark
1985.0,Invalid,SOUTH AFRICA,Swimming,Probable drowning / scavenging,Shark involvement prior to death was not confirmed,,
1985.0,Unprovoked,USA,Scuba diving,Laceration and 4 puncture wounds to left hand,1.8 m silky shark,N,
1985.0,Invalid,USA,Swimming,Found to be a hoax,Invalid,,
1985.0,Invalid,USA,Wading,"3"" wound on thigh",Shark involvement not confirmed,,
1985.0,Invalid,USA,Scuba diving,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,Shark involvement prior to death not confirmed,,
1985.0,Unprovoked,USA,Wading,Right calf bitten,Possibly a small hammerhead shark,N,hammerhead shark
1985.0,Boat,USA,Bottom fishing for lingcod & had hooked a fish,"No injury to occupant, shark rammed boat catapulting it out of the water",5 m to 6 m [16.5' to 20'] white shark,N,white shark
1985.0,Unprovoked,USA,Playing in knee-deep water,2/3rd of left calf removed,"Tiger shark, 2.4 m to 2.7 m [8' to 9'] ",N,tiger shark
1985.0,Unprovoked,ITALY,Snorkeling,Contusion of left foot,"3 m to 3.6 m  [10' to 11'9""] white shark",N,white shark
1985.0,Unprovoked,USA,"Surfing, but lying prone on his board",Leg injured,Shark involvement not confirmed,N,
1985.0,Provoked,SOUTH AFRICA,Spearfishing,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",30-kg [66-lb] shark,N,
1985.0,Unprovoked,AUSTRALIA,Free diving for scallops,FATAL,6 m [20'] white shark,Y,white shark
1985.0,Unprovoked,USA,Scuba Diving for lobster (at surface),Bruised,6 m [20'] white shark,N,white shark
1985.0,Unprovoked,SOUTH AFRICA,Swimming,"Right knee, calf and ankle lacerated",Raggedtooth shark,N,
1985.0,Invalid,SOUTH AFRICA,,Probable drowning / scavenging,Shark involvement prior to death was not confirmed,,
1985.0,Unprovoked,SOUTH AFRICA,Surfing,Thigh & calf bitten,"3.5 m white shark, tooth fragments recovered",N,white shark
1985.0,Boat,NEW ZEALAND,Investigating shark sighting,"No injury to occupant, shark bit boat",6 m shark,N,
1985.0,Unprovoked,SOUTH AFRICA,Spearfishing,Minor injury to torso,3.5 m [11.5'] white shark,N,white shark
1985.0,Unprovoked,NEW CALEDONIA,Spearfishing,Legs bitten ,Tiger shark,N,tiger shark
1985.0,Provoked,SOUTH AFRICA,Spearfishing,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,1.5 m [5'] dusky shark,N,
1985.0,Unprovoked,IRAN,Fishing,FATAL,Bull shark,Y,bull shark
1984.0,Boat,ITALY,Boat,No injury,White shark,N,white shark
1984.0,Unprovoked,AUSTRALIA,Sailing on catamaran & fell into the water,FATAL,"Tiger shark, 4 m ",Y,tiger shark
1984.0,Unprovoked,USA,Surfing,Left foot bitten,1.2 m [4'] shark,N,
1984.0,Provoked,USA,Spearfishing,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT","""a small shark""",N,
1984.0,Invalid,USA,Swimming,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",Shark involvement prior to death was not confirmed,,
1984.0,Unprovoked,USA,Surfing or body surfing,"9"" laceration to right forearm ",1.5 m [5'] shark,N,
1984.0,Invalid,USA,Wading,"10"" laceration on leg",Shark involvement not confirmed; officials considered barracua,,
1984.0,Unprovoked,USA,Surfing,Left calf bitten,1.2 m [4'] blacktip shark,N,blacktip shark
1984.0,Unprovoked,USA,Surfing (sitting on his board),"Abrasion on right foot, board bitten",3 m to 5 m [10' to 16.5'] white shark,N,white shark
1984.0,Unprovoked,USA,"Free diving , but surfacing",Legs & buttocks bitten,3 m to 4 m [10' to 13']  white shark,N,white shark
1984.0,Unprovoked,USA,Surfing,Foot bitten,Hammerhead shark?+O2356,N,hammerhead shark
1984.0,Unprovoked,USA,Wading,Arm bitten,small blue shark,N,blue shark
1984.0,Unprovoked,USA,Skindiving,FATAL,4.5 m to 5 m white shark,Y,white shark
1984.0,Provoked,MEXICO,Spearfishing,"No Injury, PROVOKED INCIDENT",4.5 m to 5.5m white shark,N,white shark
1984.0,Invalid,USA,Boat capsized?,Death was due to drowning; body scavenged by a tiger shark,Invalid,,
1984.0,Unprovoked,USA,Swimming,Legs severely lacerated,1.2 m [4'] shark,N,
1984.0,Invalid,SOUTH AFRICA,Spearfishing,"FATAL, but shark involvement prior to death could not be determined",Shark involvement prior to death was not confirmed,,
1984.0,Unprovoked,SOUTH AFRICA,Spearfishing,"No injury, shark hit swim fin",Raggedtooth shark ,N,
1984.0,Unprovoked,SOUTH AFRICA,Surfing,"No injury, board bitten",2.4 m [8'] white shark,N,white shark
1984.0,Unprovoked,USA,Towing her sister on plastic ski board,Foot bitten,1.2 m to 1.5 m [4' to 5'] hammerhead shark,N,hammerhead shark
1984.0,Invalid,SOMALIA,Murder, Forced at gunpoint to jump overboard. Presumed fatal; shark involvement probable but not confirmed ,Shark involvement prior to death was not confirmed,,
1984.0,Boat,SOUTH AFRICA,Rowing,"No injury to occupant, shark seized oar and disappeared with it.",2.5 m [8.25'] shark,N,
1984.0,Provoked,SOUTH AFRICA,Fishing,Leg lacerated by hooked shark PROVOKED INCIDENT,"Raggedtooth shark, 56-kg [123-lb] ",N,
1984.0,Provoked,SOUTH AFRICA,Scuba diving,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT, 1.5 m [5'] dusky shark,N,
1984.0,Invalid,SOUTH AFRICA,,"Human remains recovered, evidence of scavenging by shark/s",Shark involvement prior to death was not confirmed,,
1984.0,Unprovoked,AUSTRALIA,Spearfishing,Hand bitten,1.5 m white-tipped reef shark,N,
1984.0,Unprovoked,SOUTH AFRICA,Swimming,Foot bitten,"Raggedtooth shark, 1 m ",N,
1984.0,Provoked,USA,Steinhart Aquarium,Head mouthed by captive shark PROVOKED INCIDENT,Sevengill shark,N,
1983.0,Invalid,GREECE,Spearfishing,"Coroner determined the man was killed by a boat propeller, not a tiger shark",Invalid,,
1983.0,Unprovoked,AUSTRALIA,Scuba diving for abalone,Fingers bitten,12' white shark,N,white shark
1983.0,Unprovoked,SOUTH AFRICA,Swimming,Shin lacerated,"Raggedtooth shark, >1 m ",N,
1983.0,Invalid,SOUTH AFRICA,,"Two feet found in 1.74 m, 115-kg Zambesi shark, confirmed as a postmortem scavenging",Invalid,,
1983.0,Sea Disaster,PHILIPPINES,Ferry boat sank,Left foot nipped,.5 m shark,N,
1983.0,Unprovoked,USA,Surfing,Laceration to left foot,Tiger shark,N,tiger shark
1983.0,Invalid,SOUTH AFRICA,Swimming,Probable drowning and scavenging,Shark involvement prior to death was not confirmed,,
1983.0,Unprovoked,USA,Surfing,Puncture marks in leg & surfboard dinged,1.5 m [5'] shark,N,
1983.0,Unprovoked,USA,Wading,Lacerations to left ankle,4.5' shark,N,
1983.0,Unprovoked,USA,Surfing,"No injury, board bitten",White shark,N,white shark
1983.0,Unprovoked,SOUTH AFRICA,Spearfishing,Inner thighs lacerated,5 m [16.5'] white shark,N,white shark
1983.0,Unprovoked,USA,Swimming,Foot bitten,Sand shark,N,sand tiger
1983.0,Provoked,USA,Skindiving,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,Nurse shark,N,nurse shark
1983.0,Unprovoked,USA,Diving,Right leg severely bitten,6' to 8' bull shark,N,bull shark
1983.0,Sea Disaster,AUSTRALIA,Swimming from the New Venture ,"FATAL, shark seized her by the chest and took her underwater ","Tiger shark, 5 m [16.5']",Y,tiger shark
1983.0,Sea Disaster,AUSTRALIA,Swimming from the New Venture ,"FATAL, shark bit leg, then dragged him underwater ","Tiger shark, 5 m [16.5']",Y,tiger shark
1983.0,Sea Disaster,AUSTRALIA,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,"Left knee bitten, but survived","Tiger shark, 5 m [16.5']",N,tiger shark
1983.0,Unprovoked,SOUTH AFRICA,Surfing,Left arm injured by shark's tail as it swam beneath his board,3 m to 4 m [10' to 13'] shark,N,
1983.0,Unprovoked,USA,Windsurfing,Left ankle nipped (3 punctures wounds),3.5' hammerhead shark,N,hammerhead shark
1983.0,Unprovoked,BAHAMAS,,Lacerations to hand & foot,6' blacktip shark,N,blacktip shark
1983.0,Invalid,ITALY,Scuba diving,"No injury, 3 m shark ""harassed"" him at depth of 5 m",Questionable incident,,
1983.0,Unprovoked,BAHAMAS,Spearfishing,Lacerations to thigh & buttocks,Caribbean reef shark,N,
1983.0,Unprovoked,USA,Water-skiing,"Left calf, knee & hands lacerated",6' shark,N,
1983.0,Unprovoked,SOUTH AFRICA,Fishing,Puncture wounds to foot,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",N,
1983.0,Invalid,SOUTH AFRICA,,Survived,Questionable incident,,
1983.0,Unprovoked,SOUTH AFRICA,Spearfishing,Right calf lacerated,1.8 m [6'] Zambezi shark,N,
1983.0,Unprovoked,SOUTH AFRICA,Surfing,"No injury, board bitten",Blacktip or spinner shark,N,blacktip shark
1983.0,Unprovoked,NEW CALEDONIA,,Calf bitten,"""a small shark""",N,
1983.0,Unprovoked,SOUTH AFRICA,Paddleskiing,Puncture wounds to buttocks,3 m [10'] shark,N,
1983.0,Invalid,SOUTH AFRICA,,FATAL,Shark involvement prior to death was not confirmed,,
1983.0,Unprovoked,SOUTH AFRICA,Spearfishing,"No injury, rammed by shark",White shark,N,white shark
1983.0,Provoked,USA,Fishing,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,Blue sharks,N,blue shark
1982.0,Unprovoked,USA,Windsurfing,Left foot lacerated,1.5 m [5'] shark,N,
1982.0,Unprovoked,SOUTH AFRICA,Surfing,"No Injury, surfboard bitten","Believed to involve a 2.8 m [9'3""] white shark",N,white shark
1982.0,Unprovoked,USA,Surfing,Laceration to lower left leg,1.5 m [5'] shark,N,
1982.0,Unprovoked,USA,Diving,Lacerations to hand,White shark,N,white shark
1982.0,Unprovoked,USA,Free diving for abalone from Zodiac (submerged),Upper left thigh & buttocks bitten,5 m to 6 m [16.5' to 20'] white shark,N,white shark
1982.0,Invalid,USA,,"Remains recovered from 2.7 m tiger shark, but shark involvement prior to death unknown",Shark involvement prior to death was not confirmed,,
1982.0,Invalid,USA,Surfing,"No Injury, board bitten",Questionable incident; reported as shark attack but thought to involve a pinniped instead ,,
1982.0,Unprovoked,TUNISIA,Windsurfing,Thigh lacerated,"2.1 m [7'] shark, possibly a spinner shark",N,
1982.0,Invalid,SOUTH AFRICA,Boogie boarding,"No injury, swim fin bitten",Invalid,,
1982.0,Unprovoked,SOUTH AFRICA,Paddleskiing,"No injury, ski bitten","2.4 m [8'] white shark, species identity confirmed by tooth fragment",N,white shark
1982.0,Unprovoked,USA,Paddle Boarding,"No Injury, board bitten",4.5 m to 5.5 m [14.7' to 18'] white shark,N,white shark
1982.0,Unprovoked,USA,Swimming,Left ankle bitten,0.9 m to 1.2 m [3' to 4'] shark,N,
1982.0,Invalid,USA,Swimming,Laceration to left thigh,"Reported as a shark attack, the story was a hoax",,
1982.0,Unprovoked,SOUTH AFRICA,Surfing,FATAL,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Y,white shark
1982.0,Unprovoked,USA,Swimming,Left arm bitten,5' shark,N,
1982.0,Unprovoked,BAHAMAS,Spearfishing ,Arm severed at elbow,"Lemon shark, 2 m [6'9""]",N,lemon shark
1982.0,Unprovoked,USA,"Sailboarding, fell into water 100 yards outside the breakwater",Thigh bitten 3 times,"1.2 m to 1.5 m [4' to 5'] ""reef shark""",N,
1982.0,Invalid,USA,,Human remains recovered from tiger shark,Shark involvement prior to death was not confirmed,,
1982.0,Unprovoked,AUSTRALIA,Spearfishing,"FATAL, body not recovered",5.5 m [18''] white shark,Y,white shark
1982.0,Unprovoked,USA,Surfing,Lacerations to left hand and forearm,4' to 5' shark,N,
1982.0,Unprovoked,USA,Scuba diving (submerged),Calf & ankle bitten,5 m [16.5'] white shark,N,white shark
1982.0,Unprovoked,SOUTH AFRICA,Swimming,Right shin & toe lacerated,Raggedtooth shark,N,
1982.0,Boat,ITALY,Boat,No details,6 m [20'] white shark,UNKNOWN,white shark
1982.0,Boat,ITALY,Fishing on a boat,No injury,White shark,N,white shark
1981.0,Unprovoked,USA,Surfing,"FATAL, torso bitten ",7 m [23'] white shark,Y,white shark
1981.0,Unprovoked,USA,"Spearfishing, but swimming on surface",Right leg severely bitten,"Tiger shark, 3.7 m [12']",N,tiger shark
1981.0,Provoked,SOUTH AFRICA,Inspecting teeth of supposedly dead (hooked & shot) shark,Hand lacerated  PROVOKED INCIDENT,"3.5 m [11.5'], 510-kg [1125-lb] hooked & shot white shark",N,white shark
1981.0,Unprovoked,USA,Diving to untangle a crab trap line from boat's propeller,Hand bitten,"2.1 m [7'] shark with ""a very flat head� that had followed the boat for 3 days",N,
1981.0,Unprovoked,USA,Swimming,Hand & forearm bitten,1.8 m to 2.4 m [6' to 8'] shark,N,
1981.0,Unprovoked,USA,Surfing,Laceration to right leg,6' shark,N,
1981.0,Unprovoked,USA,Swimming,"FATAL, right calf bitten  ",Said to involve a tiger shark or a hammerhead shark,Y,tiger shark
1981.0,Unprovoked,USA,Surfing,Laceration to left ankle,6' shark,N,
1981.0,Provoked,USA,Spearfishing,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT","1.8 m [6'] shark, species identity questionable",N,
1981.0,Invalid,USA,Fishing,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,Shark involvement prior to death remains unconfirmed,,
1981.0,Unprovoked,USA,Diving,Bite to face,small nurse shark,N,nurse shark
1981.0,Unprovoked,BAHAMAS,Snorkeling on surface,Upper right arm bitten,Mako shark (tooth fragments recovered),N,mako shark
1981.0,Unprovoked,USA,Swimming,"Foot bitten between arch & big toe, no stitches required","""sandshark""",N,sand tiger
1981.0,Unprovoked,SOUTH AFRICA,Surfing,7 lacerations to right foot,Possibly a  1.8 m [6'] Zambezi shark,N,
1981.0,Unprovoked,USA,Spearfishing,Left foot & ankle lacerated,2.4 m [8'] shark,N,
1981.0,Unprovoked,SOUTH AFRICA,Catching sardines,Laceration to calf,"""gray shark""",N,
1981.0,Boat,ENGLAND,Fishing,Minor injuries from shark that leapt aboard their boat,"13', 400-lb thresher shark",N,
1981.0,Invalid,USA,,"Probable drowning, 1.2 m [4'] shark hindered recovery of body",Shark involvement prior to death was not confirmed,,
1981.0,Unprovoked,SOUTH KOREA,Shell diving,FATAL,6 m  white shark,Y,white shark
1981.0,Unprovoked,SOUTH AFRICA,Surfing,"Shark & board collided. No injury, but board was dented",Raggedtooth shark,N,
1981.0,Unprovoked,USA,Diving,Left arm bitten,Lemon shark,N,lemon shark
1981.0,Unprovoked,SOUTH AFRICA,Surfing,"No Injury, board bitten","Raggedtooth shark, 2.5 m [8.25'] ",N,
1981.0,Unprovoked,SOUTH AFRICA,Surfing,"Left leg bitten, surgically amputated","Tiger shark, 2.1 m [7']",N,tiger shark
1981.0,Unprovoked,USA,Standing / Wading,"Lacerations on calf, ankle & heel","1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",N,bull shark
1981.0,Unprovoked,USA,Surfing,Puncture wounds on  right thigh,C. maculpinnis or C. limbatus,N,
1981.0,Unprovoked,CHILE,Free diving Spearfishing,Foot & ankle bitten,White shark,N,white shark
1981.0,Unprovoked,BRAZIL,Diving,,White shark,UNKNOWN,white shark
1981.0,Unprovoked,SOUTH AFRICA,Swimming,Foot lacerated,Juvenile dusky or blacktip shark,N,blacktip shark
1981.0,Unprovoked,AUSTRALIA,Exercising his dog in the shallows,Puncture wounds to foot,1 m hammerhead shark,N,hammerhead shark
1981.0,Unprovoked,USA,Surfing,Lacerations & punctures in left calf & ankle,1.8 m to 2.4 m [6' to 8'] hammerhead shark,N,hammerhead shark
1981.0,Unprovoked,USA,Commercial spearfishing,3 small punctures in scalp & ripped nostril,Tiger shark,N,tiger shark
1981.0,Invalid,SOUTH AFRICA,Swimming,Probable drowning & scavenging by 1.5 m tiger shark,Shark involvement prior to death was not confirmed,,
1981.0,Unprovoked,AUSTRALIA,Surf-skiing,"No injury, ski bitten","Tiger shark, 2.5 m ",N,tiger shark
1980.0,Unprovoked,SOUTH AFRICA,Paddleskiing,"No injury, paddleski bitten",3.5 m [11.5'] shark,N,
1980.0,Invalid,SOUTH AFRICA,,Probable drowning & scavenging,Shark involvement prior to death was not confirmed,,
1980.0,Unprovoked,REUNION,Spearfishing,Bitten twice,1.8 m [6'] white shark,N,white shark
1980.0,Invalid,SOUTH AFRICA,Swimming,Probable  drowning & scavenging,Shark involvement prior to death was not confirmed,,
1980.0,Unprovoked,USA,Surfing,Thigh lacerated,4 m to 5 m [13' to 16.5'] white shark,N,white shark
1980.0,Unprovoked,USA,Surfing,No injury,4 m to 5 m [13' to 16.5'] white shark,N,white shark
1980.0,Unprovoked,USA,Resting on body board,Torso bitten,"Tiger shark, 4.3 m [14'] ",N,tiger shark
1980.0,Unprovoked,SPAIN,Skin diving,Thigh injured,Blue shark,N,blue shark
1980.0,Unprovoked,USA,Standing,"No injury, shark bit her bathing suit",4' to 8' shark,N,
1980.0,Provoked,USA,Scuba diving,Laceration to lower leg   PROVOKED INCIDENT,Blue shark,N,blue shark
1980.0,Unprovoked,SOUTH AFRICA,Surfing,"No injury, board bitten",1.8 m [6'] shark,N,
1980.0,Unprovoked,MEXICO,Body surfing,Right calf bitten,Tiger shark,N,tiger shark
1980.0,Unprovoked,SOUTH AFRICA,Free diving,FATAL,Tiger shark,Y,tiger shark
1980.0,Unprovoked,BRAZIL,Swimming,Right leg bitten,2 m shark,N,
1980.0,Provoked,SOUTH AFRICA,Fishing,Leg lacerated by netted shark PROVOKED INCIDENT,1.5 m [5'] hammerhead shark,N,hammerhead shark
1980.0,Unprovoked,SOUTH AFRICA,Body boarding,"Both hands & heel of left foot lacerated, right foot severed","2.8 m [9'3""] white shark",N,white shark
1980.0,Unprovoked,KENYA,Spearfishing,Ankle & foot lacerated,2.2 m shark,N,
1980.0,Provoked,SOUTH AFRICA,Spearfishing,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT","2 m [6'9""] Zambesi shark",N,
1980.0,Unprovoked,SOUTH AFRICA,Swimming,Abrasion,Hammerhead shark,N,hammerhead shark
1980.0,Unprovoked,SOUTH AFRICA,Swimming,3 small punctures on arm,"Raggedtooth shark, 2 m [6'9""] ",N,
1980.0,Unprovoked,CHILE,Hookah Diving,FATAL  ,White shark,Y,white shark
1980.0,Provoked,NORTH ATLANTIC OCEAN,Gaffing netted shark,Arm lacerated by gaffed shark PROVOKED INCIDENT,1.8 m [6'] dogfish,N,
1980.0,Invalid,GREECE,Surfing,Knee bitten,Said to involve a white shark but shark involvement not confirmed,,white shark
